,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
24,2022-09-04,16:00,Série A,Matchweek 25,Sun,Away,W,3,1,Fortaleza,1.6,1.9,43.0,54505.0,Gatito Fernández,4-2-3-1,Ramon Abatti Abel,Match Report,,17,9,13.3,0.0,0,0,2022,Botafogo RJ
25,2022-09-11,11:00,Série A,Matchweek 26,Sun,Home,D,0,0,América (MG),1.1,0.6,47.0,32285.0,Gatito Fernández,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,,20,5,16.6,2.0,0,0,2022,Botafogo RJ
26,2022-09-17,19:00,Série A,Matchweek 27,Sat,Home,W,2,0,Coritiba,1.5,0.9,53.0,32285.0,Gatito Fernández,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,12,4,15.5,1.0,0,0,2022,Botafogo RJ
27,2022-09-28,21:45,Série A,Matchweek 28,Wed,Away,W,1,0,Goiás,0.7,0.2,56.0,10774.0,Fernando Marçal,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,17,6,19.7,1.0,0,0,2022,Botafogo RJ
28,2022-10-03,20:00,Série A,Matchweek 29,Mon,Home,L,1,3,Palmeiras,0.9,2.5,48.0,16545.0,Carlos Eduardo,4-2-3-1,Wilton Sampaio,Match Report,,10,2,20.3,0.0,0,0,2022,Botafogo RJ
29,2022-10-06,20:00,Série A,Matchweek 30,Thu,Away,W,2,1,Avaí,2.0,0.9,44.0,6097.0,Gatito Fernández,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,14,6,16.1,2.0,0,0,2022,Botafogo RJ
30,2022-10-09,16:00,Série A,Matchweek 31,Sun,Away,W,1,0,São Paulo,1.1,0.7,34.0,23918.0,Gatito Fernández,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,,6,0,22.2,1.0,1,1,2022,Botafogo RJ
31,2022-10-16,18:00,Série A,Matchweek 32,Sun,Home,L,0,1,Internacional,0.5,0.8,50.0,24445.0,Gatito Fernández,4-2-3-1,Braulio da Silva Machado,Match Report,,12,3,22.5,0.0,0,0,2022,Botafogo RJ
32,2022-10-23,16:00,Série A,Matchweek 33,Sun,Away,D,2,2,Fluminense,0.7,2.2,35.0,,Gatito Fernández,4-3-3,Ramon Abatti Abel,Match Report,,12,5,19.3,0.0,0,0,2022,Botafogo RJ
33,2022-10-26,19:30,Série A,Matchweek 34,Wed,Home,W,2,1,Bragantino,1.3,0.5,43.0,11093.0,Gatito Fernández,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,18,7,18.0,1.0,0,0,2022,Botafogo RJ
34,2022-11-01,19:00,Série A,Matchweek 35,Tue,Home,L,0,2,Cuiabá,1.2,1.1,67.0,16365.0,Gatito Fernández,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,,23,5,16.8,0.0,0,0,2022,Botafogo RJ
35,2022-11-07,20:00,Série A,Matchweek 36,Mon,Away,W,2,0,Atlético Mineiro,0.6,1.3,34.0,31160.0,Gatito Fernández,3-4-3,Leandro Pedro Vuaden,Match Report,,8,2,26.7,0.0,0,0,2022,Botafogo RJ
36,2022-11-10,20:00,Série A,Matchweek 37,Thu,Home,W,3,0,Santos,1.3,0.4,46.0,,Víctor Cuesta,4-2-3-1,Braulio da Silva Machado,Match Report,,14,7,19.6,3.0,0,0,2022,Botafogo RJ
37,2022-11-13,16:00,Série A,Matchweek 38,Sun,Away,L,0,3,Atl Paranaense,0.9,2.5,60.0,,Fernando Marçal,4-2-3-1,Anderson Daronco,Match Report,,9,4,19.8,0.0,0,0,2022,Botafogo RJ
1,2022-04-09,16:30,Série A,Matchweek 1,Sat,Away,D,0,0,Fluminense,0.1,1.6,35.0,22855.0,João Paulo,4-4-2,Anderson Daronco,Match Report,,3,1,19.9,0.0,0,0,2022,Santos
3,2022-04-17,11:00,Série A,Matchweek 2,Sun,Home,W,2,1,Coritiba,1.6,1.8,36.0,13051.0,João Paulo,4-4-2,Wagner do Nascimento Magalhães,Match Report,,15,7,20.8,4.0,0,0,2022,Santos
4,2022-04-24,16:00,Série A,Matchweek 3,Sun,Home,W,3,0,América (MG),2.2,0.9,39.0,10374.0,João Paulo,4-4-2,Wilton Sampaio,Match Report,,18,7,18.1,0.0,0,0,2022,Santos
6,2022-05-02,20:00,Série A,Matchweek 4,Mon,Away,L,1,2,São Paulo,1.3,1.4,43.0,36746.0,João Paulo,4-4-2,Leandro Pedro Vuaden,Match Report,,8,3,22.9,2.0,0,0,2022,Santos
8,2022-05-08,18:00,Série A,Matchweek 5,Sun,Home,W,4,1,Cuiabá,2.2,1.4,48.0,7256.0,João Paulo,4-2-3-1,Braulio da Silva Machado,Match Report,,12,6,18.0,0.0,0,0,2022,Santos
9,2022-05-15,19:00,Série A,Matchweek 6,Sun,Away,L,0,1,Goiás,1.2,1.8,68.0,11070.0,João Paulo,4-2-3-1,Marcelo de Lima Henrique,Match Report,,16,3,17.6,0.0,0,0,2022,Santos
11,2022-05-21,18:30,Série A,Matchweek 7,Sat,Home,D,0,0,Ceará,1.4,0.7,51.0,25797.0,João Paulo,4-2-3-1,Savio Pereira,Match Report,,16,3,21.4,0.0,0,0,2022,Santos
13,2022-05-29,16:00,Série A,Matchweek 8,Sun,Home,L,0,1,Palmeiras,1.7,1.8,45.0,14220.0,João Paulo,4-3-3,Luiz Flávio de Oliveira,Match Report,,18,4,18.7,0.0,0,0,2022,Santos
14,2022-06-04,19:00,Série A,Matchweek 9,Sat,Away,D,2,2,Atl Paranaense,2.1,1.6,58.0,19323.0,João Paulo,4-3-3,Braulio da Silva Machado,Match Report,,14,3,16.7,1.0,0,0,2022,Santos
15,2022-06-08,21:30,Série A,Matchweek 10,Wed,Home,D,1,1,Internacional,3.9,1.0,51.0,8845.0,João Paulo,4-2-3-1,Ramon Abatti Abel,Match Report,,22,5,13.5,1.0,0,0,2022,Santos
16,2022-06-11,19:00,Série A,Matchweek 11,Sat,Away,D,1,1,Atlético Mineiro,1.8,1.5,33.0,26501.0,João Paulo,4-2-3-1,Marcelo de Lima Henrique,Match Report,,11,5,17.0,0.0,1,1,2022,Santos
17,2022-06-14,21:30,Série A,Matchweek 12,Tue,Away,W,2,1,Juventude,1.1,0.6,65.0,3025.0,João Paulo,4-2-3-1,Rodolpho Toski Marques,Match Report,,18,9,17.6,0.0,0,0,2022,Santos
18,2022-06-18,21:00,Série A,Matchweek 13,Sat,Home,D,2,2,Bragantino,2.2,1.5,43.0,10924.0,João Paulo,4-2-3-1,Douglas Marques das Flores,Match Report,,12,5,12.5,0.0,0,0,2022,Santos
19,2022-06-25,19:00,Série A,Matchweek 14,Sat,Away,D,0,0,Corinthians,0.5,0.4,39.0,40842.0,Felipe Jonatan,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,7,2,21.8,1.0,0,0,2022,Santos
21,2022-07-02,19:00,Série A,Matchweek 15,Sat,Home,L,1,2,Flamengo,0.7,2.8,47.0,12464.0,João Paulo,4-2-3-1,Anderson Daronco,Match Report,,16,7,25.0,1.0,0,0,2022,Santos
23,2022-07-10,18:00,Série A,Matchweek 16,Sun,Home,W,1,0,Atl Goianiense,1.2,1.0,49.0,8588.0,João Paulo,4-2-3-1,Braulio da Silva Machado,Match Report,,19,5,17.1,1.0,0,0,2022,Santos
24,2022-07-16,19:00,Série A,Matchweek 17,Sat,Away,L,0,1,Avaí,0.5,1.9,59.0,8674.0,João Paulo,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,6,2,16.7,0.0,0,0,2022,Santos
25,2022-07-20,21:30,Série A,Matchweek 18,Wed,Home,W,2,0,Botafogo (RJ),1.8,1.4,36.0,8453.0,João Paulo,4-2-3-1,Ramon Abatti Abel,Match Report,,16,7,17.8,0.0,0,0,2022,Santos
26,2022-07-24,19:00,Série A,Matchweek 19,Sun,Away,D,0,0,Fortaleza,0.9,1.0,48.0,19902.0,João Paulo,4-1-4-1,Wilton Sampaio,Match Report,,11,2,17.3,0.0,0,0,2022,Santos
27,2022-08-01,20:00,Série A,Matchweek 20,Mon,Home,D,2,2,Fluminense,1.0,1.2,33.0,11943.0,João Paulo,4-2-3-1,Braulio da Silva Machado,Match Report,,10,3,20.4,1.0,0,0,2022,Santos
28,2022-08-08,20:00,Série A,Matchweek 21,Mon,Away,W,2,1,Coritiba,1.2,1.1,52.0,22691.0,João Paulo,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,17,5,24.8,0.0,0,0,2022,Santos
29,2022-08-14,18:00,Série A,Matchweek 22,Sun,Away,L,0,1,América (MG),0.3,0.6,60.0,2978.0,João Paulo,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,11,2,23.6,1.0,0,0,2022,Santos
30,2022-08-21,19:00,Série A,Matchweek 23,Sun,Home,W,1,0,São Paulo,1.0,1.2,29.0,12598.0,Maicon,4-5-1,Wilton Sampaio,Match Report,,13,5,20.8,2.0,0,0,2022,Santos
31,2022-08-28,17:00,Série A,Matchweek 24,Sun,Away,D,0,0,Cuiabá,0.5,1.3,53.0,19136.0,Eduardo Gabriel,4-3-3,Jean Pierre Goncalves Lima,Match Report,,7,1,21.7,1.0,0,0,2022,Santos
32,2022-09-05,20:00,Série A,Matchweek 25,Mon,Home,L,1,2,Goiás,1.5,0.9,66.0,11497.0,João Paulo,4-3-3,Anderson Daronco,Match Report,,24,8,18.3,1.0,0,0,2022,Santos
33,2022-09-10,16:30,Série A,Matchweek 26,Sat,Away,L,1,2,Ceará,0.9,0.8,56.0,38339.0,João Paulo,4-3-3,Braulio da Silva Machado,Match Report,,10,4,20.0,0.0,0,0,2022,Santos
34,2022-09-18,18:30,Série A,Matchweek 27,Sun,Away,L,0,1,Palmeiras,0.6,1.0,46.0,40337.0,João Paulo,4-4-2,Wilton Sampaio,Match Report,,17,3,19.9,1.0,0,0,2022,Santos
35,2022-09-27,21:00,Série A,Matchweek 28,Tue,Home,W,2,0,Atl Paranaense,0.8,0.8,49.0,7464.0,Carlos Sánchez,4-4-2,Braulio da Silva Machado,Match Report,,11,4,21.1,2.0,0,0,2022,Santos
36,2022-10-01,15:00,Série A,Matchweek 29,Sat,Away,L,0,1,Internacional,0.3,1.0,52.0,30858.0,Carlos Sánchez,4-2-3-1,Ramon Abatti Abel,Match Report,,11,2,24.2,1.0,0,0,2022,Santos
37,2022-10-05,21:30,Série A,Matchweek 30,Wed,Home,L,1,2,Atlético Mineiro,2.0,1.2,44.0,9278.0,Carlos Sánchez,4-2-3-1,Bruno Arleu de Araujo,Match Report,,9,4,19.4,1.0,1,1,2022,Santos
38,2022-10-10,20:00,Série A,Matchweek 31,Mon,Home,W,4,1,Juventude,2.3,0.7,50.0,9171.0,Carlos Sánchez,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,,19,8,18.6,0.0,0,0,2022,Santos
39,2022-10-17,20:00,Série A,Matchweek 32,Mon,Away,W,2,0,Bragantino,0.4,1.7,44.0,6705.0,João Paulo,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,9,3,21.2,0.0,0,0,2022,Santos
40,2022-10-22,19:00,Série A,Matchweek 33,Sat,Home,L,0,1,Corinthians,0.8,0.4,53.0,,João Paulo,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,12,2,20.7,1.0,0,0,2022,Santos
41,2022-10-25,21:45,Série A,Matchweek 34,Tue,Away,L,2,3,Flamengo,0.7,2.0,46.0,44679.0,João Paulo,4-2-3-1,André Luiz de Freitas Castro,Match Report,,8,4,23.6,1.0,0,0,2022,Santos
42,2022-11-02,19:00,Série A,Matchweek 35,Wed,Away,W,3,2,Atl Goianiense,0.6,1.9,45.0,,Carlos Sánchez,4-3-3,Anderson Daronco,Match Report,,9,6,14.8,0.0,0,0,2022,Santos
43,2022-11-05,16:30,Série A,Matchweek 36,Sat,Home,D,1,1,Avaí,1.3,1.2,56.0,,João Paulo,4-2-3-1,Caio Max Augusto Vieira,Match Report,,8,4,15.3,0.0,1,1,2022,Santos
44,2022-11-10,20:00,Série A,Matchweek 37,Thu,Away,L,0,3,Botafogo (RJ),0.4,1.3,54.0,,João Paulo,4-2-3-1,Braulio da Silva Machado,Match Report,,4,0,16.5,0.0,0,0,2022,Santos
45,2022-11-13,16:00,Série A,Matchweek 38,Sun,Home,L,0,2,Fortaleza,1.0,1.4,48.0,,João Paulo,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,,14,3,18.2,0.0,0,0,2022,Santos
0,2022-04-10,11:00,Série A,Matchweek 1,Sun,Away,L,0,3,Coritiba,0.4,1.7,49.0,17788.0,Elvis Vieira Araújo,4-4-2,Raphael Claus,Match Report,,7,0,20.1,0.0,0,0,2022,Goias
1,2022-04-16,16:30,Série A,Matchweek 2,Sat,Home,D,1,1,Palmeiras,0.8,1.9,25.0,12864.0,Tadeu,4-3-3,Braulio da Silva Machado,Match Report,,9,6,15.2,1.0,0,0,2022,Goias
2,2022-04-25,20:00,Série A,Matchweek 3,Mon,Away,L,2,3,Avaí,2.1,2.1,59.0,5883.0,Fellipe Bastos,4-3-3,Antonio Dib Moraes de Sousa,Match Report,,17,4,18.1,2.0,1,1,2022,Goias
3,2022-04-30,18:30,Série A,Matchweek 4,Sat,Home,D,2,2,Atlético Mineiro,1.0,2.0,31.0,10165.0,Tadeu,5-4-1,Bruno Arleu de Araujo,Match Report,,6,1,25.4,2.0,1,1,2022,Goias
4,2022-05-08,16:00,Série A,Matchweek 5,Sun,Away,W,1,0,Atl Goianiense,0.9,2.4,24.0,5431.0,Tadeu,5-4-1,Wagner do Nascimento Magalhães,Match Report,,6,3,16.4,0.0,0,0,2022,Goias
5,2022-05-15,19:00,Série A,Matchweek 6,Sun,Home,W,1,0,Santos,1.8,1.2,32.0,11070.0,Tadeu,5-4-1,Marcelo de Lima Henrique,Match Report,,9,4,18.8,0.0,1,1,2022,Goias
6,2022-05-21,16:30,Série A,Matchweek 7,Sat,Away,L,0,1,Flamengo,0.6,1.3,37.0,4722.0,Tadeu,5-4-1,Braulio da Silva Machado,Match Report,,3,0,12.4,0.0,0,0,2022,Goias
7,2022-05-28,16:30,Série A,Matchweek 8,Sat,Home,D,1,1,Bragantino,0.9,1.0,52.0,6283.0,Tadeu,5-4-1,Ramon Abatti Abel,Match Report,,17,2,23.0,2.0,0,0,2022,Goias
8,2022-06-06,20:00,Série A,Matchweek 9,Mon,Away,W,2,1,Botafogo (RJ),1.9,0.6,38.0,30954.0,Tadeu,5-4-1,Paulo Henrique Schleinch Vollkopf,Match Report,,11,4,13.1,0.0,0,0,2022,Goias
9,2022-06-09,20:00,Série A,Matchweek 10,Thu,Away,D,1,1,Fortaleza,0.5,1.2,49.0,30017.0,Tadeu,5-4-1,Bruno Arleu de Araujo,Match Report,,12,2,23.5,2.0,0,0,2022,Goias
10,2022-06-12,16:00,Série A,Matchweek 11,Sun,Home,D,1,1,Ceará,1.3,1.6,50.0,9011.0,Tadeu,3-4-3,Wagner do Nascimento Magalhães,Match Report,,11,3,18.8,0.0,1,1,2022,Goias
11,2022-06-15,20:30,Série A,Matchweek 12,Wed,Home,L,1,2,Internacional,0.5,1.5,53.0,8892.0,Tadeu,3-4-3,Caio Max Augusto Vieira,Match Report,,7,2,14.6,0.0,0,0,2022,Goias
12,2022-06-19,16:00,Série A,Matchweek 13,Sun,Away,L,0,1,Corinthians,0.3,1.6,35.0,35900.0,Tadeu,4-4-2,Braulio da Silva Machado,Match Report,,9,2,24.6,0.0,0,0,2022,Goias
13,2022-06-26,18:00,Série A,Matchweek 14,Sun,Home,W,1,0,Cuiabá,0.9,1.1,46.0,8871.0,Tadeu,3-4-3,Rodolpho Toski Marques,Match Report,,15,5,20.9,2.0,0,0,2022,Goias
14,2022-07-03,18:00,Série A,Matchweek 15,Sun,Away,L,0,1,América (MG),1.1,1.4,47.0,2339.0,Tadeu,3-4-3,Caio Max Augusto Vieira,Match Report,,21,3,19.3,0.0,0,0,2022,Goias
15,2022-07-09,20:30,Série A,Matchweek 16,Sat,Home,W,2,1,Atl Paranaense,1.0,2.4,35.0,9044.0,Tadeu,3-5-2,Raphael Claus,Match Report,,11,3,21.1,2.0,0,0,2022,Goias
16,2022-07-17,11:00,Série A,Matchweek 17,Sun,Away,D,0,0,Juventude,0.7,2.7,39.0,4406.0,Tadeu,4-4-2,Vinicius Gonçalves Dias Araujo,Match Report,,16,2,22.2,0.0,0,0,2022,Goias
17,2022-07-20,19:00,Série A,Matchweek 18,Wed,Home,L,2,3,Fluminense,1.0,1.1,28.0,11974.0,Tadeu,4-4-2,Paulo Roberto Alves Júnior,Match Report,,15,5,19.1,0.0,0,0,2022,Goias
18,2022-07-23,19:00,Série A,Matchweek 19,Sat,Away,D,3,3,São Paulo,0.8,2.4,37.0,39283.0,Tadeu,4-4-2,Caio Max Augusto Vieira,Match Report,,13,9,18.0,0.0,0,0,2022,Goias
19,2022-07-30,16:30,Série A,Matchweek 20,Sat,Home,W,1,0,Coritiba,1.4,1.6,49.0,11267.0,Tadeu,4-4-2,Wagner do Nascimento Magalhães,Match Report,,18,4,18.6,2.0,0,0,2022,Goias
20,2022-08-07,16:00,Série A,Matchweek 21,Sun,Away,L,0,3,Palmeiras,0.6,2.5,44.0,38801.0,,3-5-2,Jean Pierre Goncalves Lima,Match Report,,8,2,18.5,1.0,0,0,2022,Goias
21,2022-08-13,16:30,Série A,Matchweek 22,Sat,Home,D,1,1,Avaí,1.0,1.7,47.0,10831.0,Tadeu,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,17,2,18.8,0.0,0,0,2022,Goias
22,2022-08-20,16:30,Série A,Matchweek 23,Sat,Away,W,1,0,Atlético Mineiro,0.1,2.1,28.0,31650.0,Tadeu,4-1-4-1,Vinicius Gonçalves Dias Araujo,Match Report,,5,3,23.9,1.0,0,0,2022,Goias
23,2022-08-27,16:30,Série A,Matchweek 24,Sat,Home,W,2,1,Atl Goianiense,1.3,0.5,32.0,13411.0,Tadeu,4-1-4-1,Marcelo de Lima Henrique,Match Report,,15,6,19.1,0.0,0,0,2022,Goias
24,2022-09-05,20:00,Série A,Matchweek 25,Mon,Away,W,2,1,Santos,0.9,1.5,34.0,11497.0,Tadeu,4-1-4-1,Anderson Daronco,Match Report,,9,4,22.3,0.0,0,0,2022,Goias
25,2022-09-11,19:00,Série A,Matchweek 26,Sun,Home,D,1,1,Flamengo,0.7,1.7,30.0,13798.0,Tadeu,4-1-4-1,Ramon Abatti Abel,Match Report,,7,4,15.3,0.0,0,0,2022,Goias
26,2022-09-18,11:00,Série A,Matchweek 27,Sun,Away,D,1,1,Bragantino,1.0,1.8,41.0,3984.0,Tadeu,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,,4,1,28.1,1.0,1,1,2022,Goias
27,2022-09-28,21:45,Série A,Matchweek 28,Wed,Home,L,0,1,Botafogo (RJ),0.2,0.7,44.0,10774.0,Tadeu,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,6,1,22.7,0.0,0,0,2022,Goias
28,2022-10-01,19:00,Série A,Matchweek 29,Sat,Home,L,0,1,Fortaleza,0.7,1.1,54.0,9898.0,Tadeu,4-2-3-1,Raphael Claus,Match Report,,12,3,16.7,0.0,0,0,2022,Goias
29,2022-10-05,19:00,Série A,Matchweek 30,Wed,Away,D,1,1,Ceará,1.2,1.0,48.0,16702.0,Tadeu,4-1-4-1,Vinicius Gonçalves Dias Araujo,Match Report,,16,5,21.2,1.0,0,0,2022,Goias
30,2022-10-09,11:00,Série A,Matchweek 31,Sun,Away,L,2,4,Internacional,2.0,2.5,39.0,31554.0,Tadeu,4-1-4-1,Edina Alves Batista,Match Report,,15,7,18.0,1.0,1,1,2022,Goias
31,2022-10-23,17:00,Série A,Matchweek 33,Sun,Away,W,2,1,Cuiabá,0.6,1.6,29.0,,Tadeu,5-4-1,Dyorgines José Padovani Andrade,Match Report,,5,3,16.8,0.0,0,0,2022,Goias
32,2022-10-26,21:45,Série A,Matchweek 34,Wed,Home,D,2,2,América (MG),0.8,1.6,46.0,7274.0,Tadeu,4-1-4-1,Wagner do Nascimento Magalhães,Match Report,,12,5,17.5,1.0,0,0,2022,Goias
33,2022-10-29,19:30,Série A,Matchweek 32,Sat,Home,D,0,0,Corinthians,1.3,1.2,30.0,9497.0,Tadeu,5-4-1,Bruno Arleu de Araujo,Match Report,,12,2,14.3,0.0,0,0,2022,Goias
34,2022-11-02,16:00,Série A,Matchweek 35,Wed,Away,L,2,3,Atl Paranaense,0.8,2.7,54.0,,Tadeu,3-4-3,Leandro Pedro Vuaden,Match Report,,12,3,17.6,0.0,0,0,2022,Goias
35,2022-11-05,19:00,Série A,Matchweek 36,Sat,Home,W,1,0,Juventude,0.7,0.7,51.0,,Tadeu,4-2-3-1,Edina Alves Batista,Match Report,,8,1,16.2,1.0,0,0,2022,Goias
36,2022-11-09,19:00,Série A,Matchweek 37,Wed,Away,L,0,3,Fluminense,0.5,2.0,24.0,,Tadeu,4-4-2,Paulo Cesar Zanovelli da Silva,Match Report,,9,1,24.1,1.0,0,0,2022,Goias
37,2022-11-13,16:00,Série A,Matchweek 38,Sun,Home,L,0,4,São Paulo,0.2,1.7,36.0,,Tadeu,4-2-3-1,Marcelo de Lima Henrique,Match Report,,6,2,18.0,0.0,0,0,2022,Goias
1,2022-04-11,20:00,Série A,Matchweek 1,Mon,Away,D,2,2,Juventude,1.0,1.5,50.0,3300.0,Cleiton Schwengber,4-2-3-1,Rodolpho Toski Marques,Match Report,,15,2,21.0,1.0,0,0,2022,Bragantino
3,2022-04-17,18:00,Série A,Matchweek 2,Sun,Home,W,4,0,Atl Goianiense,1.4,0.2,57.0,2351.0,Leo Ortiz,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,18,8,19.1,0.0,0,0,2022,Bragantino
4,2022-04-23,16:30,Série A,Matchweek 3,Sat,Home,D,1,1,São Paulo,2.0,2.0,33.0,8040.0,Cleiton Schwengber,4-4-2,Bruno Arleu de Araujo,Match Report,,15,3,18.2,0.0,0,0,2022,Bragantino
6,2022-04-30,16:30,Série A,Matchweek 4,Sat,Away,W,1,0,Ceará,1.2,0.7,44.0,23211.0,Leo Ortiz,4-2-3-1,Ramon Abatti Abel,Match Report,,18,6,19.4,0.0,0,0,2022,Bragantino
8,2022-05-08,18:00,Série A,Matchweek 5,Sun,Home,L,0,1,Corinthians,0.5,0.2,58.0,9993.0,Cleiton Schwengber,4-2-3-1,Raphael Claus,Match Report,,8,2,19.8,0.0,0,0,2022,Bragantino
9,2022-05-11,20:30,Série A,Matchweek 7,Wed,Home,D,1,1,Atlético Mineiro,0.8,0.9,38.0,5222.0,Leo Ortiz,4-2-3-1,Braulio da Silva Machado,Match Report,,6,1,20.1,0.0,0,0,2022,Bragantino
10,2022-05-14,16:30,Série A,Matchweek 6,Sat,Away,L,0,2,Palmeiras,0.4,1.8,51.0,36123.0,Cleiton Schwengber,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,11,2,27.4,0.0,0,0,2022,Bragantino
13,2022-05-28,16:30,Série A,Matchweek 8,Sat,Away,D,1,1,Goiás,1.0,0.9,48.0,6283.0,Cleiton Schwengber,4-2-3-1,Ramon Abatti Abel,Match Report,,14,4,20.5,1.0,0,0,2022,Bragantino
14,2022-06-05,19:00,Série A,Matchweek 9,Sun,Home,L,0,2,Internacional,0.6,1.5,49.0,3062.0,Cleiton Schwengber,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,,8,2,14.0,0.0,0,0,2022,Bragantino
15,2022-06-08,20:30,Série A,Matchweek 10,Wed,Home,W,1,0,Flamengo,1.3,1.3,32.0,8627.0,Leo Ortiz,4-2-3-1,Wilton Sampaio,Match Report,,12,2,20.7,2.0,0,0,2022,Bragantino
16,2022-06-11,18:00,Série A,Matchweek 11,Sat,Away,D,1,1,Cuiabá,0.9,1.8,56.0,4476.0,Leo Ortiz,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,8,4,18.3,0.0,0,0,2022,Bragantino
17,2022-06-15,19:00,Série A,Matchweek 12,Wed,Home,W,4,2,Coritiba,1.7,1.2,51.0,2352.0,Leo Ortiz,4-2-3-1,Marcelo de Lima Henrique,Match Report,,18,7,19.7,3.0,0,0,2022,Bragantino
18,2022-06-18,21:00,Série A,Matchweek 13,Sat,Away,D,2,2,Santos,1.5,2.2,57.0,10924.0,Cleiton Schwengber,4-2-3-1,Douglas Marques das Flores,Match Report,,18,7,21.6,1.0,0,0,2022,Bragantino
19,2022-06-25,16:30,Série A,Matchweek 14,Sat,Away,L,2,4,Atl Paranaense,2.3,0.8,70.0,16327.0,Leo Ortiz,4-2-3-1,Caio Max Augusto Vieira,Match Report,,22,5,19.2,1.0,1,1,2022,Bragantino
20,2022-07-04,20:00,Série A,Matchweek 15,Mon,Home,L,0,1,Botafogo (RJ),1.4,1.3,64.0,4509.0,Leo Ortiz,4-2-3-1,Ramon Abatti Abel,Match Report,,18,6,20.2,2.0,0,0,2022,Bragantino
21,2022-07-09,16:30,Série A,Matchweek 16,Sat,Home,W,4,0,Avaí,4.1,0.4,46.0,3162.0,Leo Ortiz,4-2-3-1,Marcelo de Lima Henrique,Match Report,,37,12,16.4,0.0,0,0,2022,Bragantino
22,2022-07-17,19:00,Série A,Matchweek 17,Sun,Away,W,3,0,América (MG),2.4,1.0,44.0,1920.0,Leo Ortiz,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,,16,5,18.3,2.0,0,0,2022,Bragantino
23,2022-07-20,19:00,Série A,Matchweek 18,Wed,Home,W,2,1,Fortaleza,2.0,0.7,56.0,4048.0,Leo Ortiz,4-2-3-1,Diego Pombo Lopez,Match Report,,14,7,19.0,1.0,0,0,2022,Bragantino
24,2022-07-24,16:00,Série A,Matchweek 19,Sun,Away,L,1,2,Fluminense,0.4,2.2,39.0,9877.0,Raul,4-2-3-1,André Luiz de Freitas Castro,Match Report,,5,2,17.7,0.0,0,0,2022,Bragantino
25,2022-07-31,19:00,Série A,Matchweek 20,Sun,Home,W,1,0,Juventude,1.6,0.5,52.0,3236.0,Leo Ortiz,4-2-3-1,Bruno Arleu de Araujo,Match Report,,23,5,19.3,2.0,0,0,2022,Bragantino
26,2022-08-06,19:00,Série A,Matchweek 21,Sat,Away,L,1,2,Atl Goianiense,1.4,0.8,58.0,5930.0,Leo Ortiz,4-3-3,Marielson Alves Silva,Match Report,,21,6,18.6,0.0,0,0,2022,Bragantino
27,2022-08-14,16:00,Série A,Matchweek 22,Sun,Away,L,0,3,São Paulo,0.5,1.5,48.0,31358.0,Leo Ortiz,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,11,4,24.9,1.0,0,0,2022,Bragantino
28,2022-08-21,18:00,Série A,Matchweek 23,Sun,Home,D,1,1,Ceará,3.1,1.3,57.0,2488.0,Leo Ortiz,4-2-3-1,Bruno Arleu de Araujo,Match Report,,26,9,22.0,2.0,1,2,2022,Bragantino
29,2022-08-29,21:30,Série A,Matchweek 24,Mon,Away,L,0,1,Corinthians,1.0,0.9,52.0,36228.0,Leo Ortiz,4-2-3-1,Wilton Sampaio,Match Report,,15,5,21.3,1.0,0,0,2022,Bragantino
30,2022-09-03,19:00,Série A,Matchweek 25,Sat,Home,D,2,2,Palmeiras,1.4,1.2,40.0,9685.0,Leo Ortiz,4-2-3-1,Raphael Claus,Match Report,,11,2,18.4,0.0,0,0,2022,Bragantino
31,2022-09-07,17:00,Série A,Matchweek 26,Wed,Away,D,1,1,Atlético Mineiro,0.7,1.3,39.0,35.0,Leo Ortiz,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,,6,2,11.3,0.0,0,0,2022,Bragantino
